Origin,Destination,TemperatureC,WindSpeedKph,ScheduledDepartureHour,DelayMinutes
BOM,HYD,27.9,19.8,13,18
BLR,DEL,31.2,8.6,8,0
BOM,HYD,23.6,23.6,4,2
BOM,MAA,24.8,3.6,16,19
DEL,HYD,26.3,7.6,19,12
DEL,BOM,23.9,7.9,17,6
MAA,HYD,29.4,8.5,22,27
DEL,MAA,33.5,22.1,1,41
DEL,BOM,25.6,11.3,12,11
HYD,BOM,32.9,19.4,23,11
MAA,BOM,32.7,12.1,18,37
DEL,MAA,24.5,24.5,19,0
HYD,MAA,33.3,8.9,14,17
DEL,HYD,29.8,1.4,16,29
HYD,BOM,23.5,13.9,17,28
MAA,BLR,30.2,18.5,18,2
DEL,HYD,29.3,15.4,16,1
HYD,DEL,23.9,14.9,3,0
BLR,HYD,21.1,6.7,13,14
HYD,BLR,29.6,22.9,18,21
BOM,BLR,32.6,20.5,5,61
DEL,MAA,29.5,20.1,3,30
BLR,DEL,26.8,1.6,15,0
BOM,HYD,22.3,18.4,4,19
BLR,HYD,34.4,12.3,2,0
BOM,HYD,23.9,21.5,23,0
BLR,DEL,29.7,0.6,16,19
DEL,HYD,20.2,14.7,12,0
HYD,BLR,20.4,8.3,2,0
MAA,DEL,23.5,17.6,6,46
BOM,BLR,27.3,22.3,16,17
MAA,DEL,29.6,3.7,6,5
DEL,HYD,23.1,15.9,2,23
BLR,HYD,24.8,13.3,23,31
MAA,BOM,30.6,19.1,5,24
BLR,HYD,23.4,0.6,8,0
HYD,DEL,29.6,6.2,18,0
MAA,BOM,30.2,24.0,21,2
BOM,DEL,22.4,1.4,18,0
BLR,BOM,30.5,1.8,2,22
DEL,BOM,30.2,19.8,22,0
BLR,BOM,33.2,14.7,2,9
DEL,MAA,21.7,3.0,10,35
BOM,MAA,31.4,19.5,8,1
HYD,MAA,32.4,4.9,19,0
BOM,MAA,27.3,12.7,8,8
DEL,MAA,32.2,14.3,6,8
DEL,MAA,28.5,8.8,16,0
HYD,MAA,34.1,20.5,10,26
BOM,DEL,31.6,15.4,9,25
HYD,BLR,33.0,3.6,14,71
HYD,BOM,33.7,23.0,1,14
MAA,HYD,28.9,17.6,17,11
MAA,HYD,32.4,21.3,2,29
HYD,BOM,34.9,14.5,21,46
MAA,HYD,29.0,21.9,15,0
MAA,BOM,20.5,18.1,23,8
DEL,BOM,32.0,3.4,11,42
BLR,MAA,29.1,2.7,20,29
DEL,BOM,29.4,7.0,2,22
MAA,BLR,28.9,24.0,4,36
BLR,HYD,26.6,0.7,4,18
DEL,MAA,34.9,2.1,2,0
BLR,HYD,23.7,6.6,23,34
MAA,BOM,24.3,18.6,2,41
BLR,BOM,29.4,23.2,12,18
MAA,DEL,21.6,7.5,16,21
BLR,HYD,27.6,17.1,14,0
DEL,BLR,25.5,17.9,20,0
DEL,HYD,24.5,23.0,9,24
DEL,BLR,34.0,16.9,4,26
DEL,MAA,20.7,21.2,14,22
BLR,BOM,34.0,13.7,19,19
MAA,BOM,21.8,6.0,8,0
BOM,DEL,31.6,22.7,12,53
BOM,MAA,21.7,6.4,23,0
BOM,DEL,32.4,14.6,0,1
BLR,BOM,24.1,8.8,0,6
MAA,DEL,26.1,3.8,19,11
HYD,BLR,25.4,12.1,3,13
BLR,BOM,26.7,5.2,1,0
DEL,HYD,30.0,3.3,18,8
HYD,DEL,28.3,18.3,4,0
BLR,BOM,28.3,20.7,12,4
BLR,DEL,22.6,22.5,1,5
BOM,MAA,21.8,7.9,0,20
HYD,DEL,28.7,1.1,23,22
BLR,MAA,22.7,13.1,2,8
MAA,DEL,22.1,21.6,21,25
DEL,MAA,33.5,21.7,14,13
MAA,BOM,23.8,23.3,3,19
HYD,BLR,21.1,19.5,4,6
BLR,MAA,22.7,0.4,11,60
MAA,HYD,32.3,11.1,0,0
BLR,DEL,32.6,23.7,0,14
DEL,MAA,24.4,2.1,1,22
BOM,BLR,22.1,19.3,3,8
BOM,HYD,33.7,14.6,9,41
BOM,HYD,28.5,11.7,5,1
BLR,MAA,24.4,6.4,20,20
MAA,DEL,28.5,6.0,16,13
BOM,BLR,23.5,7.1,6,0
MAA,DEL,29.3,11.3,12,24
DEL,BLR,27.1,1.9,1,18
HYD,MAA,28.2,19.4,8,16
MAA,HYD,33.8,20.1,19,5
BLR,DEL,24.2,23.9,13,0
MAA,HYD,23.0,5.2,11,22
HYD,BLR,23.8,21.8,18,3
MAA,DEL,25.0,17.2,8,11
HYD,BOM,26.9,7.7,16,38
BLR,DEL,21.3,16.6,5,51
BLR,DEL,20.6,0.3,16,0
HYD,DEL,27.7,12.9,17,49
BOM,BLR,34.4,23.1,14,31
DEL,HYD,21.2,15.8,6,27
DEL,BOM,32.1,3.9,16,18
HYD,BLR,29.6,7.4,22,12
BOM,HYD,34.3,9.3,12,30
BLR,HYD,21.0,3.5,8,10
BOM,DEL,20.2,0.9,20,14
BOM,HYD,27.4,1.1,0,21
BOM,BLR,29.5,22.2,9,0
BOM,MAA,33.8,16.8,7,0
BLR,HYD,26.9,1.0,9,0
BLR,HYD,33.2,11.9,12,2
BOM,DEL,28.6,14.1,23,49
BOM,MAA,32.6,3.9,0,28
HYD,BOM,27.3,15.5,8,0
HYD,BLR,24.1,2.7,2,0
HYD,BLR,25.5,19.8,1,0
BOM,HYD,24.4,6.7,2,21
DEL,BOM,30.9,15.5,16,35
DEL,BLR,28.9,21.5,17,5
MAA,DEL,25.8,0.6,11,3
HYD,BOM,31.8,24.6,19,21
BOM,DEL,31.9,3.8,4,21
HYD,BOM,29.4,6.4,1,19
HYD,DEL,30.5,12.0,16,0
BOM,HYD,26.8,17.2,13,24
DEL,HYD,28.6,24.9,13,0
BLR,MAA,30.3,18.5,16,33
BLR,DEL,21.5,21.0,21,34
BLR,BOM,26.7,0.7,6,0
HYD,MAA,24.8,24.1,14,46
MAA,DEL,25.4,22.6,17,15
BOM,BLR,22.1,12.3,21,19
HYD,BLR,28.0,15.6,6,0
DEL,MAA,30.4,11.9,23,9
DEL,HYD,33.4,9.4,20,9
BLR,HYD,24.2,3.7,23,0
BLR,BOM,33.5,5.6,2,9
MAA,BOM,20.1,10.6,18,13
MAA,BLR,29.1,12.2,0,45
BOM,HYD,33.8,3.2,11,9
BOM,DEL,21.3,20.2,6,38
DEL,BOM,33.4,19.0,6,17
BOM,DEL,22.0,0.6,6,59
HYD,DEL,32.8,1.4,20,0
BOM,HYD,31.1,18.0,23,0
BOM,MAA,30.6,6.1,9,58
DEL,HYD,25.9,9.1,21,33
MAA,BLR,29.3,14.8,18,0
BLR,DEL,28.0,24.0,15,0
DEL,BLR,28.7,9.0,20,16
DEL,MAA,28.1,2.5,17,38
DEL,BLR,30.4,6.3,6,21
HYD,MAA,21.3,13.4,17,0
BLR,MAA,28.1,16.5,20,28
BLR,HYD,28.6,2.9,11,31
BOM,DEL,21.0,7.4,6,37
BOM,BLR,20.0,3.8,20,16
HYD,BLR,28.3,13.6,19,20
BLR,BOM,21.7,22.5,0,0
HYD,MAA,34.8,13.8,9,12
BLR,HYD,30.6,10.9,21,28
MAA,DEL,31.2,10.2,0,31
HYD,BOM,30.9,2.4,15,12
DEL,BOM,28.9,11.5,19,10
MAA,DEL,20.5,10.2,11,5
MAA,BOM,21.7,8.0,16,18
HYD,BLR,30.9,5.4,22,0
HYD,DEL,30.2,12.3,1,26
BOM,BLR,29.7,2.8,19,8
DEL,BLR,24.4,13.5,19,0
HYD,DEL,26.4,19.5,3,0
BOM,BLR,23.4,3.9,9,49
MAA,HYD,22.8,20.9,22,0
MAA,BLR,24.3,12.6,2,44
DEL,MAA,20.9,2.9,18,0
HYD,MAA,28.4,20.9,2,19
BLR,DEL,21.4,3.4,7,41
BLR,MAA,33.3,20.0,2,0
BLR,BOM,32.6,0.1,16,49
DEL,BOM,24.0,18.7,11,0
BLR,HYD,28.3,12.1,14,42
DEL,HYD,33.4,18.9,6,46
MAA,BOM,22.2,18.3,19,0
MAA,DEL,26.4,7.3,22,28
HYD,BOM,22.7,17.9,19,23
BLR,HYD,31.1,7.0,14,5
MAA,BOM,32.8,20.8,5,0
HYD,BLR,22.7,20.7,9,50
BLR,BOM,20.0,3.7,12,10
MAA,HYD,27.0,4.5,13,20
BLR,HYD,32.3,21.6,22,33
MAA,BOM,21.3,3.5,14,38
DEL,MAA,29.2,20.4,3,0
MAA,DEL,25.1,23.9,6,0
BLR,HYD,34.1,12.4,17,64
BLR,BOM,27.1,8.2,0,26
HYD,BLR,21.5,10.4,13,26
HYD,DEL,26.3,13.6,18,15
BLR,HYD,29.8,18.5,7,20
HYD,BOM,30.2,13.4,21,20
DEL,MAA,34.7,4.6,14,35
HYD,MAA,22.8,22.6,1,23
BOM,DEL,25.0,11.9,19,21
MAA,BOM,21.5,21.8,9,14
DEL,BLR,23.5,9.5,8,0
HYD,DEL,31.5,18.7,8,9
MAA,HYD,34.0,14.6,5,0
DEL,BOM,21.6,15.4,20,6
BOM,BLR,32.4,8.5,5,37
HYD,BOM,33.5,24.7,0,18
BLR,BOM,30.2,14.1,13,0
BOM,HYD,28.7,12.4,22,34
BLR,DEL,32.7,12.9,14,36
BOM,BLR,33.9,16.3,14,28
DEL,BLR,28.3,22.0,19,15
BOM,DEL,30.2,0.5,18,0
BOM,HYD,31.1,11.3,10,0
BLR,HYD,34.7,20.9,12,0
MAA,HYD,21.2,23.3,15,17
HYD,BOM,31.4,7.2,9,21
MAA,BOM,33.0,13.3,6,0
DEL,BLR,20.6,5.9,23,1
BOM,BLR,32.8,19.3,8,7
BLR,MAA,30.0,0.5,2,58
MAA,BLR,24.8,0.6,13,0
HYD,BOM,22.6,8.3,22,15
MAA,HYD,20.4,9.1,2,36
BOM,DEL,28.8,23.0,19,17
DEL,HYD,31.7,1.5,22,33
BOM,BLR,23.8,8.2,19,20
BOM,MAA,23.1,7.3,4,26
BOM,MAA,26.4,14.6,1,70
BOM,HYD,21.7,8.0,15,50
HYD,DEL,22.9,5.5,10,24
BOM,DEL,24.0,11.5,18,34
BLR,DEL,30.2,4.1,16,7
MAA,BLR,25.2,3.9,17,28
BLR,MAA,26.3,22.2,12,39
MAA,BOM,29.0,8.2,12,20
MAA,BOM,30.8,12.6,3,0
DEL,HYD,29.8,16.5,12,2
DEL,HYD,24.6,23.1,15,0
HYD,DEL,26.8,0.5,17,23
MAA,BOM,34.4,19.6,17,26
DEL,HYD,32.5,3.0,6,33
DEL,BLR,32.7,18.4,2,0
DEL,MAA,25.5,19.1,16,0
MAA,BOM,31.7,7.3,18,36
DEL,HYD,28.9,11.7,18,28
BOM,DEL,32.7,15.3,0,26
BOM,HYD,27.9,14.6,12,1
DEL,HYD,32.9,13.3,16,0
MAA,BOM,29.9,24.4,10,21
BLR,BOM,32.3,8.5,2,14
HYD,BOM,31.7,18.1,13,39
BLR,HYD,20.5,6.5,8,6
BOM,HYD,25.4,17.8,8,26
BOM,MAA,28.6,11.9,6,28
DEL,BOM,21.0,10.2,9,21
BOM,DEL,34.6,19.8,15,18
BOM,DEL,28.8,24.3,11,25
BLR,MAA,29.3,6.9,8,32
DEL,MAA,28.2,21.9,15,12
DEL,HYD,28.9,21.7,4,26
DEL,BLR,32.2,3.4,0,37
BOM,BLR,26.3,23.7,4,23
BOM,MAA,20.5,0.1,9,0
BLR,BOM,21.1,7.4,21,40
MAA,HYD,30.2,19.5,0,26
DEL,BOM,27.1,23.0,4,47
MAA,BOM,20.1,11.2,23,12
HYD,DEL,32.4,10.7,16,46
DEL,MAA,25.6,21.0,5,6
BOM,HYD,33.5,7.8,5,21
BLR,BOM,27.1,3.2,10,35
BLR,MAA,34.6,14.8,16,21
MAA,DEL,34.1,10.4,10,4
DEL,MAA,22.0,13.5,21,10
BLR,MAA,31.5,19.3,9,0
BOM,DEL,34.4,6.5,21,75
MAA,HYD,23.3,8.2,5,0
DEL,BLR,21.4,19.3,17,0
BLR,BOM,22.1,20.3,19,3
BOM,MAA,21.8,10.5,15,0
HYD,BOM,30.3,22.8,7,10
BLR,DEL,22.8,23.8,5,0
BLR,MAA,24.6,0.5,22,0
MAA,DEL,25.1,1.9,18,0
MAA,DEL,31.2,6.0,21,28
MAA,BOM,21.4,4.9,6,24
BOM,MAA,31.4,11.6,11,44
DEL,HYD,25.7,10.0,3,0
BLR,DEL,30.0,14.7,13,29
HYD,BLR,31.0,1.9,12,0
DEL,HYD,30.3,24.5,0,13
HYD,MAA,28.6,9.5,3,36
MAA,BLR,34.8,17.2,11,36
DEL,HYD,25.5,23.6,20,0
DEL,BOM,30.2,19.9,13,40
BOM,HYD,21.3,8.2,11,0
DEL,MAA,23.2,9.0,22,36
BLR,MAA,25.6,3.6,11,40
MAA,DEL,30.3,11.5,0,0
DEL,MAA,25.7,16.6,19,21
HYD,BOM,34.4,23.0,17,0
HYD,BLR,28.8,7.2,15,21
BOM,MAA,23.5,16.6,17,44
MAA,BOM,21.6,4.0,11,24
HYD,DEL,28.7,1.0,20,0
BLR,DEL,21.0,10.2,12,0
HYD,BOM,26.7,6.8,0,13
BOM,BLR,30.6,11.6,7,20
MAA,DEL,32.0,24.4,9,13
BLR,HYD,31.5,19.4,7,24
HYD,MAA,27.8,7.7,7,45
DEL,BLR,33.2,2.3,13,0
MAA,BOM,34.1,9.2,6,28
DEL,HYD,21.3,20.4,7,23
BOM,DEL,24.0,16.8,13,6
DEL,MAA,23.0,3.2,2,17
HYD,BOM,30.5,0.5,0,17
BLR,DEL,33.7,18.6,5,47
BLR,BOM,22.8,1.4,9,4
MAA,BOM,24.1,16.5,16,12
BOM,DEL,21.3,19.1,10,0
BLR,MAA,30.3,8.7,15,13
DEL,BLR,24.1,4.9,11,11
DEL,BLR,23.2,21.6,5,16
BLR,BOM,25.7,10.7,12,26
DEL,HYD,24.3,8.9,8,11
BLR,MAA,25.2,3.7,10,14
HYD,DEL,34.4,19.3,22,0
BOM,HYD,25.0,7.1,13,16
MAA,HYD,31.4,24.6,22,0
DEL,MAA,34.3,4.9,4,0
BOM,MAA,21.4,19.0,3,38
DEL,BLR,28.4,20.6,20,23
BOM,BLR,23.8,24.0,23,42
BLR,DEL,34.1,15.8,6,0
HYD,DEL,26.0,2.7,18,8
BOM,DEL,33.5,15.4,15,20
DEL,HYD,24.0,7.0,13,18
HYD,DEL,26.7,9.0,15,0
DEL,HYD,27.3,17.0,19,22
DEL,BOM,33.4,13.1,20,20
DEL,MAA,22.3,11.2,18,0
HYD,DEL,27.0,6.9,21,0
BLR,DEL,31.8,5.7,5,0
BOM,BLR,32.8,16.8,8,15
BLR,HYD,22.3,10.7,11,52
BOM,MAA,24.1,23.5,6,30
HYD,MAA,22.5,20.6,23,0
MAA,BOM,25.0,11.3,0,19
BOM,DEL,31.6,8.6,18,27
HYD,BOM,32.9,2.8,21,8
MAA,BOM,22.5,23.5,18,37
MAA,HYD,26.7,13.1,3,14
HYD,MAA,28.5,17.9,6,13
BLR,MAA,24.4,16.3,9,0
BOM,HYD,31.2,15.9,10,23
BLR,HYD,27.7,4.0,10,3
BLR,BOM,29.1,3.1,3,0
MAA,BLR,34.4,10.1,9,46
BOM,DEL,24.0,9.0,17,17
DEL,HYD,25.8,19.5,0,0
DEL,MAA,22.9,3.7,13,38
HYD,BLR,33.7,23.8,16,50
BLR,HYD,28.3,15.2,1,58
BLR,DEL,32.9,5.5,17,16
BLR,BOM,27.3,8.7,4,24
MAA,BLR,31.5,10.3,14,34
HYD,MAA,25.5,15.9,15,5
HYD,BOM,27.9,9.4,17,0
BOM,MAA,22.4,18.3,6,19
DEL,MAA,29.4,5.8,11,6
HYD,DEL,32.1,17.9,22,0
BOM,MAA,26.4,10.9,13,0
DEL,HYD,22.2,13.2,11,37
BLR,BOM,26.2,6.7,5,39
HYD,DEL,32.2,12.6,14,36
HYD,BLR,29.2,10.0,3,0
MAA,DEL,20.1,0.7,23,16
BOM,MAA,29.5,15.3,21,34
BLR,MAA,31.7,5.6,20,50
HYD,MAA,31.2,4.7,0,24
DEL,BLR,31.9,18.3,11,21
BLR,MAA,28.9,21.2,20,19
DEL,BOM,30.8,24.3,13,0
HYD,DEL,27.5,20.8,17,18
DEL,MAA,29.3,16.3,10,60
BOM,MAA,21.6,5.6,11,17
BOM,MAA,28.3,3.1,5,18
BLR,MAA,34.2,15.4,21,5
HYD,MAA,30.3,12.0,11,42
MAA,DEL,31.2,1.0,17,0
MAA,DEL,29.8,4.4,23,0
DEL,BOM,32.1,9.1,14,8
BOM,HYD,20.2,5.0,0,5
BLR,BOM,28.4,19.0,22,34
MAA,BOM,22.0,5.5,2,18
BLR,HYD,24.4,7.2,20,0
BOM,MAA,20.7,12.1,0,6
MAA,DEL,30.7,12.2,20,0
MAA,HYD,32.4,16.7,11,13
BLR,DEL,25.6,9.0,15,3
DEL,HYD,22.5,21.1,5,12
DEL,HYD,34.2,10.8,2,17
DEL,BOM,20.2,22.7,3,30
BOM,BLR,27.0,16.3,21,0
DEL,BOM,24.8,12.4,22,0
BOM,DEL,31.5,21.5,11,46
MAA,HYD,23.0,18.1,7,11
DEL,BLR,31.2,17.0,19,0
DEL,MAA,21.2,22.1,1,17
MAA,BOM,32.0,13.7,22,17
BLR,DEL,29.1,10.3,22,28
BOM,HYD,29.5,12.9,16,0
MAA,BOM,23.6,18.5,15,50
DEL,HYD,28.6,23.4,9,52
MAA,BLR,32.4,14.6,14,33
MAA,HYD,24.1,14.7,1,30
BLR,DEL,30.5,16.1,2,24
MAA,BLR,32.4,7.7,2,17
DEL,BLR,24.6,9.1,23,18
BLR,MAA,24.0,20.6,7,33
BOM,BLR,32.0,0.8,23,17
BLR,BOM,24.8,0.0,17,13
MAA,HYD,33.3,15.5,13,0
MAA,BOM,29.3,19.5,10,30
DEL,MAA,20.1,4.7,23,0
DEL,HYD,21.9,15.6,6,0
HYD,MAA,29.1,4.4,19,33
BLR,MAA,31.0,9.6,22,18
MAA,BLR,22.2,6.1,13,24
MAA,BLR,33.8,9.4,6,0
MAA,HYD,28.0,20.1,12,11
DEL,BLR,26.4,11.5,11,19
BLR,DEL,25.9,17.0,11,68
HYD,BLR,32.7,9.8,12,0
MAA,HYD,26.2,12.3,20,0
BLR,BOM,29.0,20.9,18,0
HYD,BLR,24.7,16.1,4,19
BOM,MAA,25.7,18.5,9,26
MAA,BOM,23.3,10.9,21,29
BOM,MAA,28.5,0.3,1,63
DEL,HYD,25.3,13.2,21,30
MAA,BOM,25.0,16.9,16,13
BOM,DEL,21.9,12.5,17,22
BOM,HYD,31.4,21.5,14,0
MAA,BOM,25.9,5.8,10,2
BLR,HYD,25.4,23.3,3,3
BOM,HYD,25.7,7.9,9,27
HYD,MAA,26.7,5.1,19,72
DEL,HYD,20.5,16.9,17,41
BLR,DEL,27.4,14.0,17,7
BOM,BLR,32.3,23.8,2,0
BLR,HYD,26.1,8.8,10,0
BOM,DEL,35.0,22.8,3,18
MAA,DEL,24.1,12.9,1,16
DEL,BLR,22.3,0.8,16,0
MAA,BOM,32.3,1.5,18,22
DEL,MAA,26.4,9.5,6,42
MAA,BOM,25.8,20.1,10,0
DEL,HYD,25.1,17.7,7,19
DEL,BLR,32.7,22.6,11,0
BLR,BOM,30.9,17.3,22,15
BLR,HYD,22.7,20.7,12,19
BOM,BLR,32.0,14.1,23,0
MAA,HYD,22.5,6.7,17,0
DEL,MAA,23.7,2.6,1,24
BOM,MAA,33.3,24.6,19,19
BLR,BOM,34.4,23.9,12,29
HYD,DEL,28.9,4.9,18,0
DEL,BOM,27.7,11.2,2,52
MAA,BOM,26.3,11.7,2,37
BOM,DEL,32.5,10.7,15,0
DEL,BOM,26.8,1.9,16,8
BLR,MAA,20.9,11.7,16,14
DEL,MAA,25.0,11.3,13,15
BOM,MAA,25.4,19.6,3,21
HYD,DEL,30.4,5.7,7,27
HYD,MAA,27.3,2.9,5,42
HYD,MAA,29.4,6.8,5,0
BOM,DEL,27.4,16.9,13,34
BLR,MAA,30.4,10.7,23,0
BOM,BLR,25.5,12.6,16,0
BOM,DEL,23.3,19.4,11,32
BOM,DEL,30.5,6.1,1,37
BOM,DEL,26.0,14.4,12,29
BOM,BLR,30.1,18.6,19,32
MAA,BOM,24.7,3.3,12,1
DEL,HYD,30.7,6.1,14,32
BOM,HYD,27.0,9.6,17,9
HYD,MAA,30.8,5.4,4,38
BLR,HYD,34.1,1.0,8,2
BLR,MAA,24.9,5.3,14,43
BLR,BOM,21.7,20.6,23,43
BOM,DEL,23.2,3.6,2,0
HYD,DEL,24.6,12.4,5,0
BLR,BOM,20.5,3.8,8,30
DEL,HYD,20.7,1.4,7,15
HYD,BOM,20.4,16.6,6,0
MAA,HYD,29.1,18.3,20,29
BOM,MAA,25.5,9.0,13,39
HYD,MAA,30.4,6.5,12,38
DEL,HYD,26.9,20.1,9,12
DEL,MAA,28.7,2.5,15,32
DEL,MAA,29.1,18.9,17,23
HYD,MAA,22.1,12.0,4,2
MAA,DEL,31.1,4.6,13,16
DEL,MAA,20.7,11.6,2,0
BLR,HYD,20.6,10.4,1,11
MAA,BOM,25.1,22.5,11,0
BLR,DEL,22.9,9.5,10,0
DEL,BLR,34.2,11.2,17,46
DEL,MAA,21.5,15.5,3,10
BOM,DEL,24.9,1.7,16,23
BLR,HYD,29.7,20.5,22,35
DEL,HYD,21.8,2.3,13,63
HYD,BLR,23.7,15.7,20,0
HYD,BOM,29.5,10.2,7,0
DEL,BOM,20.6,5.7,6,45
HYD,BOM,32.4,14.6,1,27
MAA,HYD,20.4,3.4,0,29
DEL,BLR,34.7,9.1,18,35
HYD,MAA,34.0,19.3,17,47
BOM,DEL,20.2,18.6,18,4
DEL,MAA,26.1,19.0,15,16
BLR,DEL,27.8,17.2,20,13
MAA,HYD,20.6,12.7,10,0
BOM,MAA,29.2,11.4,8,44
BOM,MAA,27.0,4.6,20,6
MAA,BLR,34.2,20.7,15,0
DEL,BLR,23.8,18.5,9,19
HYD,DEL,34.3,14.5,16,27
DEL,BLR,24.1,18.3,21,15
MAA,BOM,20.0,1.7,2,17
BOM,HYD,25.5,24.4,23,13
BOM,HYD,25.7,2.4,6,3
DEL,MAA,27.0,1.2,15,19
MAA,BLR,29.9,8.2,10,25
HYD,BLR,30.8,0.7,4,0
MAA,BOM,23.2,8.0,2,30
BOM,HYD,25.7,2.4,0,20
BOM,HYD,30.9,2.7,12,0
HYD,DEL,25.1,8.1,15,31
HYD,DEL,27.3,7.8,3,41
DEL,BOM,25.3,16.7,9,16
MAA,DEL,25.6,21.7,15,9
BLR,MAA,24.1,4.7,9,0
BOM,HYD,24.2,22.8,11,55
BLR,HYD,29.7,10.9,3,0
BLR,HYD,33.8,24.1,17,35
DEL,MAA,22.0,14.8,6,18
BOM,HYD,33.7,6.5,12,8
HYD,BLR,23.6,9.5,10,27
MAA,BLR,23.7,6.7,9,42
HYD,MAA,25.9,2.3,1,8
MAA,DEL,27.5,19.5,16,8
HYD,MAA,28.3,12.9,12,34
BLR,BOM,30.1,15.9,1,13
HYD,MAA,20.6,15.7,7,20
HYD,BLR,31.5,16.9,15,32
HYD,BOM,26.5,23.5,6,0
DEL,BLR,25.0,17.2,15,31
BOM,DEL,26.7,20.4,8,32
MAA,DEL,29.6,6.5,5,0
HYD,BLR,30.3,3.5,5,36
HYD,BLR,21.9,12.6,8,0
DEL,MAA,31.4,19.2,6,28
DEL,HYD,28.7,10.3,13,33
MAA,BLR,30.0,8.2,18,34
MAA,BLR,30.8,5.8,12,0
BOM,HYD,21.8,16.4,17,0
BOM,DEL,28.0,12.5,8,0
HYD,BLR,29.5,10.8,22,19
HYD,BOM,31.2,15.3,19,37
HYD,BLR,29.5,16.8,0,23
MAA,BLR,29.8,24.5,8,14
DEL,MAA,26.9,10.6,13,16
BLR,BOM,24.7,1.7,5,15
BOM,DEL,22.8,22.2,9,0
BLR,BOM,34.0,2.5,17,48
MAA,BLR,33.6,13.5,5,12
HYD,BOM,24.6,21.8,14,0
DEL,BOM,33.2,5.0,9,8
BOM,BLR,23.0,22.4,1,18
DEL,MAA,29.5,12.3,5,0
BOM,BLR,23.4,19.9,11,20
DEL,BOM,34.1,17.1,17,3
BOM,HYD,29.1,23.9,9,18
MAA,DEL,22.5,21.5,20,0
MAA,BLR,32.4,14.3,4,39
BOM,HYD,28.8,12.7,10,7
HYD,BOM,24.8,22.8,15,10
HYD,MAA,31.2,22.1,8,0
BOM,MAA,27.2,20.1,23,0
MAA,BOM,26.1,4.7,5,31
HYD,BOM,26.7,18.2,0,32
MAA,BOM,27.8,22.0,17,7
BLR,DEL,21.3,12.6,6,31
MAA,BOM,28.0,0.1,9,44
HYD,BLR,30.0,24.6,12,10
MAA,HYD,26.4,18.7,5,17
HYD,BLR,26.3,10.0,6,24
BLR,BOM,31.3,8.1,2,15
MAA,BOM,30.4,6.6,2,16
BOM,MAA,30.2,18.2,20,17
BOM,HYD,26.4,22.9,0,12
HYD,MAA,26.0,22.9,7,5
BLR,BOM,29.1,19.8,16,0
BLR,HYD,23.4,1.8,18,21
BLR,MAA,30.2,13.4,23,0
BOM,DEL,33.3,23.7,7,17
HYD,MAA,28.3,3.7,12,47
BOM,BLR,21.3,9.0,13,0
BLR,MAA,29.1,1.6,15,3
DEL,MAA,21.8,14.2,8,12
BLR,DEL,21.6,13.0,17,0
BLR,MAA,26.2,8.1,19,1
BOM,MAA,28.6,4.7,7,0
DEL,BOM,31.0,20.9,22,0
DEL,HYD,24.8,17.6,21,3
BLR,HYD,25.2,8.0,11,0
HYD,BLR,28.3,20.5,3,0
DEL,BOM,30.6,6.1,3,0
BOM,HYD,24.9,7.4,0,0
MAA,DEL,21.5,14.7,16,0
MAA,HYD,26.2,13.3,12,0
HYD,BOM,29.5,14.7,2,0
BOM,BLR,26.0,6.8,6,0
DEL,MAA,27.0,4.9,12,0
MAA,HYD,23.8,8.9,1,0
HYD,BLR,33.7,8.0,5,10
HYD,MAA,22.2,5.7,9,3
BLR,HYD,21.4,6.9,7,11
BOM,HYD,24.7,10.0,10,27
BLR,DEL,26.5,15.2,10,13
HYD,MAA,26.9,13.5,5,0
BOM,HYD,29.6,23.5,22,0
BOM,MAA,29.9,0.8,11,34
MAA,HYD,23.6,8.2,5,22
BLR,BOM,22.5,4.8,19,11
BLR,HYD,26.6,0.4,21,0
MAA,HYD,25.8,10.1,12,28
BOM,MAA,24.6,6.7,6,45
MAA,BLR,24.0,1.7,20,21
HYD,DEL,28.8,23.1,1,0
BLR,MAA,25.1,2.3,17,0
MAA,BLR,25.3,14.4,9,0
BOM,MAA,28.7,23.1,4,0
MAA,HYD,20.8,7.8,19,14
BOM,MAA,32.0,16.1,18,0
BOM,MAA,20.2,6.6,0,22
MAA,HYD,32.0,13.4,4,12
DEL,MAA,30.7,20.7,22,0
BOM,MAA,27.9,24.4,20,17
DEL,MAA,25.4,21.6,4,17
BLR,MAA,20.7,11.2,23,0
BOM,MAA,25.7,6.3,0,27
BLR,MAA,20.2,13.9,23,45
DEL,BLR,33.2,18.5,4,8
MAA,BOM,23.4,21.5,10,14
BLR,MAA,29.4,1.9,20,46
DEL,BLR,30.3,6.9,14,29
HYD,MAA,23.0,12.6,3,32
HYD,DEL,30.7,10.1,11,17
BLR,HYD,22.0,1.3,18,0
BLR,DEL,23.8,0.8,15,6
HYD,BOM,23.8,10.4,7,0
BOM,HYD,29.3,14.9,21,34
BOM,BLR,26.4,6.1,11,11
BLR,HYD,21.8,22.5,15,25
BLR,DEL,22.0,9.0,22,0
BLR,DEL,26.1,10.8,3,42
BLR,BOM,32.8,8.6,22,18
BOM,MAA,28.8,21.5,20,0
DEL,BOM,30.5,6.9,10,21
HYD,MAA,21.8,12.5,23,28
MAA,HYD,25.0,10.1,18,13
DEL,BLR,28.4,2.6,20,26
HYD,BOM,26.6,19.6,3,0
